"Name","Mass","Differentiated","Undiff_Type","Ordinary_Type"
"Yamato 983848",2.90690105984738,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983849",1.43508452528932,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983850",3.47072344431077,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983851",3.39651979211104,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983852",4.2575965562957,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983853",1.79342474854712,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983854",1.44691898293633,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983856",2.006870848845,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983857",1.90657514365664,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983858",2.09679018001445,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983859",4.57563838338205,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983860",2.91452221812845,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983861",4.93662988078576,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983862",1.73518911773966,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983863",1.98100146886658,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983864",1.35325450704169,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983865",1.45161382724053,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983867",2.79239134953596,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983868",1.50851199384414,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983869",3.37997374521053,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983870",1.4036429994545,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983871",4.40391042817389,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983872",1.96990565461153,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983873",1.51072193949494,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983874",3.54414265764725,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983875",2.55256529826182,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983876",1.65822807660353,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983877",1.28093384546206,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983878",1.22671229129543,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983879",4.40060302024682,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983881",1.74396880539171,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983882",1.75958057086382,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983883",3.66227877231676,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983884",2.09186406167839,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983885",5.66888042264694,"Differentiated",NA,NA
"Yamato 983886",3.31017798327499,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983887",3.25037449192757,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983889",1.9473377010465,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983890",2.37861977927004,"Differentiated",NA,NA
"Yamato 983896",2.32825283974262,"Undifferentiated","Enstatite",NA
"Yamato 983897",5.04277974742282,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983900",6.25843357796222,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983902",5.2943093451505,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983906",3.08007342198774,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983907",2.72785282839839,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983908",1.97685495290473,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983910",3.00370044320317,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983911",4.8941014778403,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983912",3.74028524217384,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983914",4.67842064772768,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983915",3.32107133718287,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983917",2.77133794033813,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983918",5.68934542685843,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983920",6.44999637615284,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983921",2.37024374146786,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983922",2.04898233419513,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983923",2.04122032885964,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983924",1.88555334851442,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983925",1.51292701205326,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983926",1.50407739677627,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983929",4.61611012602643,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983930",2.93757335938046,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983931",2.09433015417359,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983932",2.28645571106416,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983933",1.95302761682418,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983935",5.68697535633982,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983936",5.09006242772758,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983937",2.98365969231972,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983938",3.02771531940704,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983940",2.13771044980381,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983941",3.83686833182739,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983942",1.49738840862548,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983944",2.47905623610982,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983945",1.35840915763035,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983946",2.07191327525904,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983947",1.20896034583698,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983948",1.53686721959926,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983950",3.08511583468868,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983951",1.94876321803772,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983955",5.21656486467578,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983956",2.65605490598383,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983957",1.96009478404727,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983960",1.90954250488444,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983964",1.44691898293633,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 983965",4.55113629749561,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983966",3.69783919548541,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983967",3.32179335887489,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983970",4.32717438312573,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983971",2.82197394742052,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983975",2.71535677628465,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 983979",5.2704321630585,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983980",4.34782331333238,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983981",4.1031391099036,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983982",3.10995341764401,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983983",2.61739583283408,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983984",2.84549061022345,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983985",2.08193842187842,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983986",2.01223279198639,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983987",2.2170272046324,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983988",1.8229350866965,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983989",1.60542989103656,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983990",1.24703229378638,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983991",3.55791618959512,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983992",4.40903364016041,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983995",1.89761985992753,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 983999",1.84530023615608,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984000",1.78002421300963,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984002",3.05541527571516,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984003",1.80664808172181,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984004",2.51446545202954,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984005",2.1770218700187,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984006",1.9387416595767,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984007",2.51446545202954,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984008",3.71916614671881,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984009",2.24918431626693,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984017",3.720620339898,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984018",2.77196352684586,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984019",1.54543258245819,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984021",3.89508028469783,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984022",1.26976054486394,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984025",1.880990602956,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984026",2.30856716467159,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984027",2.63404478779171,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984028",2.51300807989888,"Differentiated",NA,NA
"Yamato 984029",4.00587758089977,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984030",2.8130106367387,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984031",2.49155119250667,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984032",2.09186406167839,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984034",3.2144661163795,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984035",2.61373952163097,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984036",2.30956070673047,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984039",3.66791114767774,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984040",1.99605993274078,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984041",2.20055236742889,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984043",3.07685132483878,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984044",4.12971170605939,"Undifferentiated","Carbonaceous",NA
"Yamato 984045",2.7219531062712,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984046",1.15373158788919,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984047",2.9590682891824,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984048",2.65464942437509,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984049",1.66770682055808,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984051",5.37620390520511,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984052",4.84024230816757,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984053",3.90982058187295,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984054",3.13375357145137,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984055",3.0708397460408,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984057",1.91985947185537,"Undifferentiated","Enstatite",NA
"Yamato 984058",1.20597080698861,"Undifferentiated","Enstatite",NA
"Yamato 984062",4.13772328552405,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984063",2.5564518169511,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984064",1.5993875765806,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984065",1.94876321803772,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984068",4.05004430332552,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984069",1.61938824328727,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984072",1.91692261218206,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984074",2.33601986908028,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984075",2.28543893415908,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984077",3.97123486505999,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984079",2.06812778177956,"Differentiated",NA,NA
"Yamato 984082",1.1999647829284,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 984083",2.32042501112238,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984085",4.41340417036614,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984086",3.65506410561921,"Differentiated",NA,NA
"Yamato 984090",1.37118072330984,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984092",2.06559613485778,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984094",2.73566536813518,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984096",3.29435428604411,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984098",1.13462272619114,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984099",1.91839212016142,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984100",1.61938824328727,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984102",1.97408102602201,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984103",1.93441576962958,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984105",2.46129678414887,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984107",2.4782176616372,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984110",1.31372366828506,"Undifferentiated","Carbonaceous",NA
"Yamato 984111",1.80170980008122,"Undifferentiated","Enstatite",NA
"Yamato 984113",1.29198368164865,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984114",2.18041745901984,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984119",2.89922137317315,"Differentiated",NA,NA
"Yamato 984127",3.58823004596401,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984129",1.22964055107451,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984131",2.10778601468898,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984132",2.43185742869818,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984133",2.18492704952581,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984134",3.86430226921673,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984135",3.35828988065088,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984136",2.43973493114128,"Differentiated",NA,NA
"Yamato 984140",2.75493378700106,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984141",1.69561560867515,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984144",3.62273965160939,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984145",4.00369019395397,"Undifferentiated","Ordinary","L Meteorite"
"Yamato 984146",2.96114082878437,"Undifferentiated","Ordinary","H Meteorite"
"Yamato 984147",4.77828280369674,"Undifferentiated","Ordinary","LL Meteorite"
"Yamato 984148",1.52388002407245,"Undifferentiated","Ordinary","L Meteorite"
"Yambo no. 2",1.16315080980568,"Undifferentiated","Ordinary","L Meteorite"
"Yandama",8.66561319653451,"Undifferentiated","Ordinary","L Meteorite"
"Yanhuitlan",12.9503881126645,"Differentiated",NA,NA
"Yardea",8.09864284375942,"Differentiated",NA,NA
"Yaringie Hill",8.6569551337914,"Undifferentiated","Ordinary","H Meteorite"
"Yarle Lakes 001",6.81673588059497,"Undifferentiated","Ordinary","H Meteorite"
"Yarle Lakes 002",6.21460809842219,"Undifferentiated","Ordinary","H Meteorite"
"Yarle Lakes 003",2.63905732961526,"Undifferentiated","Ordinary","L Meteorite"
"Yarle Lakes 004",1.52605630349505,"Undifferentiated","Carbonaceous",NA
"Yarri",7.3132203870903,"Differentiated",NA,NA
"Yarroweyah",9.16951837745593,"Differentiated",NA,NA
"Yayjinna",5.57025108203168,"Undifferentiated","Ordinary","L Meteorite"
"Ybbsitz",9.61580548008435,"Undifferentiated","Ordinary","H Meteorite"
"Yelland 001",1.50407739677627,"Undifferentiated","Ordinary","L Meteorite"
"Yelland Dry Lake",11.2384886192685,"Undifferentiated","Ordinary","H Meteorite"
"Yenberrie",11.7905572015685,"Differentiated",NA,NA
"Yilmia",10.5966347330961,"Undifferentiated","Enstatite",NA
"Yingde",14.9141228466324,"Differentiated",NA,NA
"Yocemento",8.68609172787805,"Undifferentiated","Ordinary","L Meteorite"
"Yongning",11.0020998412042,"Differentiated",NA,NA
"York (iron)",6.72743172485086,"Differentiated",NA,NA
"York (stone)",7.27239839257005,"Undifferentiated","Ordinary","L Meteorite"
"Yorktown (Texas)",8.1605182474775,"Undifferentiated","Ordinary","H Meteorite"
"Youanmi",11.681824001432,"Differentiated",NA,NA
"Youndegin",15.1505116246966,"Differentiated",NA,NA
"Youxi",12.2922503417712,"Differentiated",NA,NA
"Ysleta",11.8543852431025,"Differentiated",NA,NA
"Yucca 015",1.09861228866811,"Undifferentiated","Ordinary","H Meteorite"
"Yucca 016",3.25424296870549,"Undifferentiated","Ordinary","H Meteorite"
"Yucca 017",5.29831736654804,"Undifferentiated","Ordinary","H Meteorite"
"Yudoma",8.93590352627442,"Differentiated",NA,NA
"Zacatecas (1792)",13.8155105579643,"Differentiated",NA,NA
"Zacatecas (1969)",8.80387476353443,"Differentiated",NA,NA
"Zaffra",8.00636756765025,"Differentiated",NA,NA
"Zag (b)",5.7037824746562,"Differentiated",NA,NA
"Zagora",10.8197782844103,"Differentiated",NA,NA
"Zakłodzie",9.0687768076544,"Differentiated",NA,NA
"Zapaliname",11.3504065354725,"Differentiated",NA,NA
"Zapotitlán Salinas",3.32143241319329,"Undifferentiated","Ordinary","L Meteorite"
"Zaragoza",11.9953516142145,"Differentiated",NA,NA
"Zegdou",8.80986280537906,"Undifferentiated","Ordinary","H Meteorite"
"Zelfana",6.96413561241824,"Undifferentiated","Ordinary","L Meteorite"
"Zenda",8.21608809863232,"Differentiated",NA,NA
"Zerga",4.33073334028633,"Undifferentiated","Ordinary","LL Meteorite"
"Zerhamra",13.3534750983677,"Differentiated",NA,NA
"Zerkaly",9.68034400122192,"Undifferentiated","Ordinary","H Meteorite"
"Zhaoping",14.5086577385242,"Differentiated",NA,NA
"Zhigansk",13.7101500423064,"Differentiated",NA,NA
"Zhongxiang",11.5129254649702,"Differentiated",NA,NA
